timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,PRICE_STEP,LAZY_UPDATE,BREAKWATER_TRACK_CREDIT,LOAD_SHEDDING,LATENCY_THRESHOLD,DAGOR_UMAX,BREAKWATER_CLIENT_EXPIRATION,BREAKWATERD_B,BREAKWATER_A,BREAKWATERD_RTT,TOKEN_UPDATE_RATE,BREAKWATERD_SLO,RATE_LIMITING,DAGOR_ALPHA,PRICE_STRATEGY,BREAKWATERD_CLIENT_EXPIRATION,BREAKWATER_B,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,BREAKWATER_SLO,BREAKWATERD_A,CHARON_TRACK_PRICE,BREAKWATER_INITIAL_CREDIT,BREAKWATERD_LOAD_SHEDDING,DAGOR_QUEUING_THRESHOLD,DAGOR_BETA,BREAKWATERD_INITIAL_CREDIT,BREAKWATER_RTT,INTERCEPT,PRICE_UPDATE_RATE,BREAKWATER_LOAD_SHEDDING
0610_2302,motivate-get,charon,30000,6761.264577896504,3205.3644659810857,3058.0005441799944,838.2851606,43.455351,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-30000-0610_2302.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1717,motivate-set,charon,30000,20362.908702660447,2965.8899760732616,986.30416153,893.7332052499996,400.2148635,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1717.json,1,true,false,true,2834us,20,10ms,0.02,0.001,1000us,75217us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,4009us,true
0610_0238,motivate-get,charon,18000,9344.67178432497,9301.87425595884,28.60034082,18.3312048,7.3405,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-18000-0610_0238.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_1612,motivate-set,breakwater,30000,1913.1574146252467,1735.358996898479,176.0406678,141.5707783,75.853605,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1612.json,0,false,false,true,100us,20,9578us,0.02,2.950405014991503,1000us,10ms,12500us,true,0.05,step,10ms,4.211076250050522,10ms,15844us,0.001,false,800,true,2ms,0.01,400,55658us,breakwater,10ms,true
0610_2034,motivate-set,dagor,18000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-18000-0610_2034.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1354,motivate-set,dagor,30000,7384.924258508421,7266.710228244805,146.82680120000003,97.51205154999994,58.296212499999996,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1354.json,0,false,false,true,100us,5,10ms,0.02,0.001,1000us,10ms,12500us,true,6.852195003967595,step,10ms,0.02,8964us,12500us,0.001,false,400,true,175745us,0.6133567491945523,400,1000us,dagor,10ms,true
0610_0257,motivate-set,breakwater,26000,9585.857482986625,9014.941859600292,457.9932550999996,157.129844,38.704701,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-26000-0610_0257.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0543,motivate-get,breakwater,24000,9172.896631239324,3351.769640511195,763.9599120000021,248.14404590000015,53.614518,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-24000-0610_0543.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_1145,motivate-set,breakwaterd,30000,8368.918504728928,6221.04131796964,993.074241879999,602.0214498999999,75.320322,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0610_1145.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_1200,motivate-set,breakwaterd,30000,8368.232221069427,6330.105173716352,808.5406270799999,402.8221584,75.074778,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0610_1200.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_2140,motivate-get,breakwaterd,10000,8796.541490854926,8792.554772148293,26.54369445000005,16.87604859999999,6.259672,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-10000-0610_2140.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_2319,motivate-get,dagor,12000,5321.807051425058,5320.987996857697,20.531854929999987,13.87589079999999,5.653954000000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-12000-0610_2319.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0102,motivate-get,dagor,18000,10064.265001031032,9046.51197705853,121.25324280000139,56.060514,14.511171,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-18000-0610_0102.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1804,motivate-set,breakwater,30000,3885.0687135903886,3868.7535728093103,117.37118213999997,94.48271764999998,65.0823295,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1804.json,0,false,false,true,100us,20,0us,0.02,2.3999307382395942,1000us,10ms,12500us,true,0.05,step,10ms,0.1,10ms,20000us,0.001,false,200,true,2ms,0.01,400,30000us,breakwater,10ms,true
0610_0250,motivate-get,breakwater,16000,11961.32912610809,10551.199144662913,93.93004422999994,55.022719799999976,18.702004000000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0610_0250.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0419,motivate-get,breakwater,26000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-26000-0610_0419.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_1942,motivate-set,dagor,24000,7940.009668821645,7819.805973052958,144.60496608000014,79.21488920000002,31.704439,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-24000-0610_1942.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1924,motivate-set,breakwater,18000,346.6468623629511,346.6468623629511,62.63824348000003,46.385431149999995,31.348459,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-18000-0610_1924.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_0344,motivate-get,dagor,14000,5635.714792550793,5632.643056140181,25.468729599999996,15.988114,5.863385,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-14000-0610_0344.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_2029,motivate-get,dagor,10000,8899.8525641595,8899.342087597981,20.806506319999986,12.943976549999999,5.690405999999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-10000-0610_2029.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1557,motivate-set,breakwater,30000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1557.json,0,false,false,true,100us,20,1us,0.02,12.51066014107722,1000us,10ms,12500us,true,0.05,step,10ms,7.203244934421581,10ms,4707us,0.001,false,454,true,2ms,0.01,400,12593us,breakwater,10ms,true
0611_0015,motivate-get,dagor,12000,10667.15886814509,10664.399432946288,21.87056869000003,15.126980549999997,6.424806,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-12000-0611_0015.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1452,motivate-set,charon,30000,15846.237073311842,5271.407048548397,954.5048864400001,804.1552952000002,223.6006,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1452.json,219,true,false,true,1781us,20,10ms,0.02,0.001,1000us,43688us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,3852us,true
0610_0629,motivate-set,dagor,10000,10.855887284641263,10.855887284641263,36.26811238,34.26388809999999,26.628295,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-10000-0610_0629.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0104,motivate-set,dagor,20000,426.0643366250082,426.0643366250082,70.24318616000004,56.8268224,34.571604,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-20000-0610_0104.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_2118,motivate-get,breakwater,20000,6813.019720149775,2555.4891364276436,1142.0759366499994,843.725459,67.02357900000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-20000-0610_2118.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_0540,motivate-get,breakwater,20000,9785.702562044386,4427.8123750214245,759.9042327899986,290.55223095,44.37341,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-20000-0610_0540.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0611_0012,motivate-set,breakwater,30000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0611_0012.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_2042,motivate-get,dagor,30000,4907.575374520052,3812.536931721066,393.2693753499928,80.8209925,22.3160655,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-30000-0610_2042.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0447,motivate-set,charon,28000,3725.522849755513,3725.522849755513,54.590751879999885,42.73961019999998,26.883311,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-28000-0610_0447.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0055,motivate-set,breakwater,28000,9067.981887292304,8089.636475706444,690.1091802000003,278.959256,47.643747,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-28000-0610_0055.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_2238,motivate-set,breakwaterd,14000,5344.046006851148,5340.500597604053,86.27623464999995,66.686523,35.0827485,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-14000-0610_2238.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_0411,motivate-set,breakwater,14000,5446.891137842596,5446.891137842596,46.43211014999999,38.438100750000004,25.9014235,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0610_0411.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_2009,motivate-get,charon,22000,9116.019557368038,4135.33233722172,1901.4934924799898,840.3074325999999,45.019202,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-22000-0610_2009.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0437,motivate-set,charon,12000,3773.4170289580065,3773.4170289580065,39.989598050000005,32.5680995,24.735563,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-12000-0610_0437.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0115,motivate-get,charon,16000,8710.859709204628,8685.856948695764,29.849334520000006,18.8027184,6.822226,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-16000-0610_0115.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0152,motivate-get,charon,10000,7863.1038697037375,7862.899412851034,19.99518287999999,12.033168399999992,5.478793,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-10000-0610_0152.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_1453,motivate-set,dagor,30000,5904.5806703528715,5870.184855430283,113.92501824,82.88800464999998,54.0828315,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1453.json,0,false,false,true,100us,5,10ms,0.02,0.001,1000us,10ms,12500us,true,10.0,step,10ms,0.02,1000us,12500us,0.001,false,400,true,167714us,0.0,400,1000us,dagor,10ms,true
0611_0029,motivate-get,breakwaterd,12000,10656.814069922459,10533.86729884007,41.883632869999985,25.155626949999995,7.9107585,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-12000-0611_0029.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_1418,motivate-set,dagor,30000,15361.394080019245,2164.442830963367,998.6053898399999,951.2677666,442.46509,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1418.json,0,false,false,true,100us,8,10ms,0.02,0.001,1000us,10ms,12500us,true,6.710939968065638,step,10ms,0.02,9224us,12500us,0.001,false,400,true,175320us,2.8592419518073453,400,1000us,dagor,10ms,true
0610_1642,motivate-set,charon,30000,6044.680995871562,6044.27037967729,77.39221612999994,56.85236375,28.914327999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1642.json,209,true,false,true,450us,20,10ms,0.02,0.001,1000us,71047us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,21282us,true
0610_1609,motivate-set,charon,30000,13016.386901642412,13003.2591875909,95.10343035999996,67.68357249999998,35.542196,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1609.json,351,true,false,true,2124us,20,10ms,0.02,0.001,1000us,63637us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,918us,true
0610_0427,motivate-set,dagor,18000,125.40047041957492,125.40047041957492,47.037623120000035,41.999548399999995,27.203647,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-18000-0610_0427.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0208,motivate-set,breakwater,14000,5195.721814507174,5195.721814507174,50.5161317,39.0325495,25.741647999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0610_0208.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0551,motivate-set,dagor,16000,6379.301317806521,6379.301317806521,54.605542600000035,42.6330645,25.976011,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-16000-0610_0551.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1140,motivate-set,breakwaterd,22000,8752.686941667824,8472.856780900851,181.8414066799995,110.45946694999995,39.486271,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-22000-0610_1140.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_2059,motivate-get,charon,12000,10586.519368132347,10576.696191452078,28.164856490000005,19.202945549999985,6.6855720000000005,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-12000-0610_2059.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1819,motivate-set,charon,26000,2246.612479831673,2246.612479831673,40.96975659999997,33.697221199999994,25.000986,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-26000-0610_1819.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1809,motivate-get,charon,10000,8855.394540454276,8855.394540454276,18.778938519999997,11.943674049999993,5.59055,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-10000-0610_1809.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0232,motivate-get,dagor,30000,5118.623283492337,2347.9533947991913,1294.4329158800003,726.9951677499997,49.386057,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-30000-0610_0232.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1747,motivate-set,breakwater,30000,18993.674014409036,13943.438546657295,927.97260772,713.7949231999999,75.253428,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1747.json,0,false,false,true,100us,20,0us,0.02,3.0,1000us,10ms,12500us,true,0.05,step,10ms,0.1,10ms,20000us,0.001,false,200,true,2ms,0.01,400,17368us,breakwater,10ms,true
0610_1815,motivate-set,charon,20000,7172.964047420677,7172.45793966163,68.63990115999992,50.831012199999996,29.2435045,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-20000-0610_1815.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1202,motivate-set,breakwaterd,12000,4354.455777032108,4354.455777032108,46.16768227999998,37.53254299999999,25.7086185,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-12000-0610_1202.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_0157,motivate-set,charon,18000,3939.4356106024156,3939.4356106024156,45.052137760000036,36.8751072,25.563331,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-18000-0610_0157.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_2335,motivate-set,breakwaterd,16000,5547.501109520423,5493.767394017821,129.3158096399997,99.58105395,45.914793,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-16000-0610_2335.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_2104,motivate-get,charon,20000,6425.862677070872,6411.456287745251,25.109936429999983,16.230978899999993,6.6208555,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-20000-0610_2104.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0208,motivate-get,breakwater,14000,11889.26931227915,11834.375278758764,33.84925045000001,21.792405999999993,7.460259000000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-14000-0610_0208.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_2108,motivate-get,charon,26000,6404.035434904947,3859.1548245957297,2222.6318203899996,784.8380485,28.073067,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0610_2108.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1710,motivate-set,breakwater,30000,5496.16357548467,4088.3374794008673,273.6108091399998,177.91055754999996,94.267417,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1710.json,0,false,false,true,100us,20,957us,0.02,0.3852058181158453,1000us,10ms,12500us,true,0.05,step,10ms,4.268965487550016,10ms,6378us,0.001,false,893,true,2ms,0.01,400,21064us,breakwater,10ms,true
0610_2234,motivate-get,dagor,30000,9059.826564252098,2516.721810135308,4077.010312150016,888.6660408,85.1745355,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-30000-0610_2234.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0512,motivate-get,dagor,20000,1559.225960136379,1451.8305551882609,102.26699418000001,47.8681432,8.581191,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-20000-0610_0512.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0356,motivate-set,charon,12000,3667.5541817102526,3667.5541817102526,40.49265372999997,33.11410164999999,24.630834999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-12000-0610_0356.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
